,portfolio_value,returns
2015-01-08 21:00:00+00:00,1000000.0,0.0
2015-01-09 21:00:00+00:00,1000000.0,0.0
2015-01-12 21:00:00+00:00,1000000.0,0.0
2015-01-13 21:00:00+00:00,1000000.0,0.0
2015-01-14 21:00:00+00:00,1000000.0,0.0
2015-01-15 21:00:00+00:00,1000000.0,0.0
2015-01-16 21:00:00+00:00,1000000.0,0.0
2015-01-20 21:00:00+00:00,1000000.0,0.0
2015-01-21 21:00:00+00:00,1000000.0,0.0
2015-01-22 21:00:00+00:00,1000000.0,0.0
2015-01-23 21:00:00+00:00,1000000.0,0.0
2015-01-26 21:00:00+00:00,999999.5999999996,-4.0000000034456917e-07
2015-01-27 21:00:00+00:00,992413.3749999997,-0.00758622803449116
2015-01-28 21:00:00+00:00,1013800.1699999998,0.021550288960988873
2015-01-29 21:00:00+00:00,1022720.7359999996,0.008799136421529408
2015-01-30 21:00:00+00:00,1012575.6899999997,-0.009919663934534584
2015-02-02 21:00:00+00:00,986467.3449999995,-0.025784092248946067
2015-02-03 21:00:00+00:00,957983.7889999998,-0.028874301966883453
2015-02-04 21:00:00+00:00,974915.6919999996,0.017674519333645833
2015-02-05 21:00:00+00:00,962626.9129999998,-0.012604965845600224
2015-02-06 21:00:00+00:00,958033.7739999997,-0.004771463313534063
2015-02-09 21:00:00+00:00,940307.983999999,-0.018502260025752282
2015-02-10 21:00:00+00:00,937795.1949999991,-0.0026723042266542096
2015-02-11 21:00:00+00:00,933773.5369999987,-0.004288418219076551
2015-02-12 21:00:00+00:00,927304.1889999992,-0.0069281766334737815
2015-02-13 21:00:00+00:00,928561.8879999991,0.0013562960406294788
2015-02-17 21:00:00+00:00,929132.0639999991,0.0006140420012585857
2015-02-18 21:00:00+00:00,928888.7459999989,-0.0002618766582574983
2015-02-19 21:00:00+00:00,916554.3939999993,-0.013278610655058642
2015-02-20 21:00:00+00:00,913894.9349999992,-0.0029015833838226257
2015-02-23 21:00:00+00:00,914735.414999999,0.0009196680797882717
2015-02-24 21:00:00+00:00,914826.7589999988,9.985838363957278e-05
2015-02-25 21:00:00+00:00,924279.6829999989,0.01033302087745347
2015-02-26 21:00:00+00:00,923199.0749999989,-0.001169135295165824
2015-02-27 21:00:00+00:00,917634.240999999,-0.0060277725039964425
2015-03-02 21:00:00+00:00,913372.014999999,-0.004644798340736722
2015-03-03 21:00:00+00:00,917535.1029999987,0.004557932509022367
2015-03-04 21:00:00+00:00,927766.8379999987,0.011151328125263094
2015-03-05 21:00:00+00:00,928538.6839999987,0.0008319396300733306
2015-03-06 21:00:00+00:00,924116.8179999989,-0.004762177468957018
